rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
181,"spotify:track:0HPD5WQqrq7wPWR7P7Dw1i","Kesha","TiK ToK","RCA Records Label",135,-1,2,"333311"
182,"spotify:track:5AEOqLsRJFAoSS4ay4Jzao","Nirvana","Come As You Are - Remastered","Geffen",158,197,16,"331968"
183,"spotify:track:5TgEJ62DOzBpGxZ7WRsrqb","Hozier","Work Song","Universal-Island Records Ltd.",87,-1,47,"331547"
184,"spotify:track:0frIZMaQwtdV4Ee8nhB1te","Cold Chisel","Khe Sanh - 2011 Remastered","Cold Chisel",54,86,157,"331228"
185,"spotify:track:48UPSzbZjgc449aqz8bxox","Red Hot Chili Peppers","Californication","Warner Records",117,-1,17,"330427"
186,"spotify:track:0FDzzruyVECATHXKHFs9eJ","Coldplay","A Sky Full of Stars","Parlophone UK",48,191,57,"329617"
187,"spotify:track:1MBM7CyZbwJpVbbZJnHHRg","Justin Timberlake","Summer Love","Jive",135,135,3,"329140"
188,"spotify:track:1osfLqL6L2iQsirRf83ded","Riley Green","Worst Way","Nashville Harbor",170,-1,14,"327315"
189,"spotify:track:6myDPrp86x4Lhyp5aqU0EV","Hilltop Hoods","Cosby Sweater","Hilltop Hoods Pty Ltd",129,185,12,"327183"
190,"spotify:track:7snQQk1zcKl8gZ92AnueZW","Guns N' Roses","Sweet Child O' Mine","Guns N Roses P&D",108,-1,23,"326873"
191,"spotify:track:541sN2qNfIlllGn9nGOQoC","Tate McRae","Revolving door","RCA Records Label",11,194,24,"326705"
192,"spotify:track:6tlZIGGXozhQpYyKesjwWL","Luke Combs","Back in the Saddle","Columbia Nashville",111,111,2,"326283"
193,"spotify:track:2nLtzopw4rPReszdYBJU6h","Linkin Park","Numb","Warner Records",51,-1,47,"325117"
194,"spotify:track:7BqBn9nzAq8spo5e7cZ0dJ","Bruno Mars","Just the Way You Are","Elektra (NEK)",79,-1,142,"324975"
195,"spotify:track:1zi7xx7UVEFkmKfv06H8x0","Drake, Wizkid, Kyla","One Dance","Cash Money Records/Young Money Ent./Universal Rec.",26,-1,263,"324376"
196,"spotify:track:7FwBtcecmlpc1sLySPXeGE","Bruce Springsteen","Dancing In the Dark","Columbia",82,-1,65,"323020"
197,"spotify:track:2bLqfJjuC5syrsgDsZfGmn","Timbaland, Keri Hilson, D.O.E.","The Way I Are","Interscope/Blackground Records",74,-1,88,"321599"
198,"spotify:track:2hKdd3qO7cWr2Jo0Bcs0MA","Train","Drops of Jupiter (Tell Me)","Columbia/Legacy",90,-1,72,"321340"
199,"spotify:track:20I8RduZC2PWMWTDCZuuAN","Franz Ferdinand","Take Me Out","Domino Recording Co",142,-1,12,"320425"
200,"spotify:track:792FHkvZbBQuWWM1a4TfL8","Alex Warren","Before You Leave Me","Atlantic Records",100,-1,18,"319964"
